Dataset,Soil_Type,Image_Path,Detected_Tone,pH Range,Temperature (°C),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Crop_Recommendations,Fertilizer_Recommendations,Weather_Based_Crop_Recommendation,Season_Based_Crop_Recommendation,Current_Season,Current_Temperature(°C),Current_Humidity(%),Weather_Description,Nitrogen (mg/kg)_min,Nitrogen (mg/kg)_max,Phosphorus (mg/kg)_min,Phosphorus (mg/kg)_max,Potassium (mg/kg)_min,Potassium (mg/kg)_max,pH Range_min,pH Range_max
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Copy of Shovel-In-Clay-1-of-1-600x409.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of cracked-clay-soil-12498989(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of cracked-clay-soil-12498989.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of depositphotos_5508133-stock-photo-dry-red-clay-soil-texture(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of depositphotos_5508133-stock-photo-dry-red-clay-soil-texture.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of drought-964339_1920(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of drought-964339_1920.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of dry-clay-soil-in-lanzarote-M4A2DW(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of dry-clay-soil-in-lanzarote-M4A2DW.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of e2913e6eff5701c471f4dddbe7f66c92(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of e2913e6eff5701c471f4dddbe7f66c92.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Heres-How-To-Improve-Your-Clay-Soil-the-Easy-Way-FI(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Heres-How-To-Improve-Your-Clay-Soil-the-Easy-Way-FI.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of image21(1).jpeg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of image21.jpeg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of image23 (2)(1).jpeg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of image23 (2).jpeg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of image6(1).jpeg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of image6.jpeg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images22(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images22.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images24(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images24.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images34(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images34.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images407(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images407.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images43(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images43.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images72(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images72.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images76(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of images76.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of man-working-shovel-clay-260nw-639044377(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of man-working-shovel-clay-260nw-639044377.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of plants-clay-soil-intro.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of red-clay-soil-closeup-red-clay-soil-closeup-as-natural-background-98921605.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of red-clay-soil-closeup-red-clay-soil-closeup-as-natural-background-989216052.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Sample1.0.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Sample1.120.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Sample1.150.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Sample1.180.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Sample1.30.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Sample1.60.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Sample1.90.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Sample12.0.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Sample12.120.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
train,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Clay soil\Copy of Sample12.150.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
